X,Y,Z
-73.8589583333334,45.6229166666667,38.803108215332
-73.85875,45.6229166666667,38.802417755127
-73.8585416666667,45.6229166666667,38.7692070007324
-73.8583333333334,45.6229166666667,38.7102661132813
-73.858125,45.6229166666667,38.6782455444336
-73.8579166666667,45.6229166666667,38.6844177246094
-73.8577083333334,45.6229166666667,38.7522583007813
-73.8575,45.6229166666667,38.893238067627
-73.8572916666667,45.6229166666667,39.0547332763672
-73.8570833333334,45.6229166666667,39.229621887207
-73.856875,45.6229166666667,39.3850059509277
-73.8566666666667,45.6229166666667,39.5096588134766
-73.8564583333334,45.6229166666667,39.5990409851074
-73.85625,45.6229166666667,39.6454544067383
-73.8560416666667,45.6229166666667,39.6809120178223
-73.8558333333334,45.6229166666667,39.7047691345215
-73.855625,45.6229166666667,39.6806449890137
-73.8554166666667,45.6229166666667,39.6028671264648
-73.8552083333334,45.6229166666667,39.4734497070313
-73.855,45.6229166666667,39.2475471496582
-73.8547916666667,45.6229166666667,39.0040817260742
-73.8545833333334,45.6229166666667,38.7611351013184
-73.854375,45.6229166666667,38.5796546936035
-73.8541666666667,45.6229166666667,38.4951057434082
-73.8539583333334,45.6229166666667,38.4818115234375
-73.85375,45.6229166666667,38.5660209655762
-73.8535416666667,45.6229166666667,38.6949996948242
-73.8533333333334,45.6229166666667,38.8411865234375
-73.853125,45.6229166666667,38.9912223815918
-73.8529166666667,45.6229166666667,39.1422920227051
-73.8527083333334,45.6229166666667,39.2893981933594
-73.8525,45.6229166666667,39.4267082214355
-73.8522916666667,45.6229166666667,39.5455627441406
-73.8520833333334,45.6229166666667,39.6317405700684
-73.851875,45.6229166666667,39.6689910888672
-73.8516666666667,45.6229166666667,39.6824035644531
-73.8514583333334,45.6229166666667,39.6751022338867
-73.85125,45.6229166666667,39.6418685913086
-73.8510416666667,45.6229166666667,39.5142059326172
-73.8508333333334,45.6229166666667,39.3174896240234
-73.850625,45.6229166666667,39.0498199462891
-73.8504166666667,45.6229166666667,38.6591567993164
-73.8502083333334,45.6229166666667,38.2779197692871
-73.85,45.6229166666667,37.9139099121094
-73.8497916666667,45.6229166666667,37.6573867797852
-73.8495833333334,45.6229166666667,37.479362487793
-73.849375,45.6229166666667,37.3624801635742
-73.8491666666667,45.6229166666667,37.3128395080566
-73.8489583333334,45.6229166666667,37.2975044250488
-73.84875,45.6229166666667,37.3311958312988
-73.8485416666667,45.6229166666667,37.4967155456543
-73.8483333333334,45.6229166666667,37.8126907348633
-73.848125,45.6229166666667,38.2151565551758
-73.8479166666667,45.6229166666667,38.7012367248535
-73.8477083333334,45.6229166666667,39.1736869812012
-73.8475,45.6229166666667,39.5838470458984
-73.8472916666667,45.6229166666667,39.8575210571289
-73.8470833333334,45.6229166666667,40.0631141662598
-73.846875,45.6229166666667,40.2572364807129
-73.8466666666667,45.6229166666667,40.4540519714355
-73.8464583333334,45.6229166666667,40.7104110717773
-73.84625,45.6229166666667,40.9330673217773
-73.8460416666667,45.6229166666667,41.1009254455566
-73.8458333333334,45.6229166666667,41.0505828857422
-73.845625,45.6229166666667,40.8997573852539
-73.8454166666667,45.6229166666667,40.6536750793457
-73.8452083333334,45.6229166666667,40.2765769958496
-73.845,45.6229166666667,39.8932075500488
-73.8447916666667,45.6229166666667,39.4934959411621
-73.8445833333334,45.6229166666667,38.9523162841797
-73.844375,45.6229166666667,38.2867698669434
-73.8441666666667,45.6229166666667,37.5249137878418
-73.8439583333334,45.6229166666667,36.6998291015625
-73.84375,45.6229166666667,36.000373840332
-73.8435416666667,45.6229166666667,35.418384552002
-73.8433333333334,45.6229166666667,35.0647773742676
-73.843125,45.6229166666667,34.8324584960938
-73.8429166666667,45.6229166666667,34.6568450927734
-73.8427083333334,45.6229166666667,34.5036735534668
-73.8425,45.6229166666667,34.3141098022461
-73.8422916666667,45.6229166666667,34.1074600219727
-73.8420833333334,45.6229166666667,33.888427734375
-73.841875,45.6229166666667,33.7517509460449
-73.8416666666667,45.6229166666667,33.6911506652832
-73.8414583333334,45.6229166666667,33.7375106811523
-73.84125,45.6229166666667,33.8209838867188
-73.8410416666667,45.6229166666667,33.8434562683105
-73.8408333333334,45.6229166666667,33.7695922851563
-73.840625,45.6229166666667,33.494800567627
-73.8404166666667,45.6229166666667,33.1353416442871
-73.8402083333334,45.6229166666667,32.6942901611328
-73.84,45.6229166666667,32.2164459228516
-73.8397916666667,45.6229166666667,31.7743244171143
-73.8395833333334,45.6229166666667,31.3706169128418
-73.839375,45.6229166666667,31.0575084686279
-73.8391666666667,45.6229166666667,30.8159313201904
-73.8389583333334,45.6229166666667,30.6357078552246
-73.83875,45.6229166666667,30.529878616333
-73.8385416666667,45.6229166666667,30.4309787750244
-73.8383333333334,45.6229166666667,30.3349132537842
-73.838125,45.6229166666667,30.2326583862305
-73.8379166666667,45.6229166666667,30.1183433532715
-73.8377083333334,45.6229166666667,29.9877529144287
-73.8375,45.6229166666667,29.8191585540771
-73.8372916666667,45.6229166666667,29.5742073059082
-73.8370833333334,45.6229166666667,29.2881698608398
-73.836875,45.6229166666667,28.9640827178955
-73.8366666666667,45.6229166666667,28.7446994781494
-73.8364583333334,45.6229166666667,28.6455821990967
-73.83625,45.6229166666667,28.7343978881836
-73.8360416666667,45.6229166666667,29.0803546905518
-73.8358333333334,45.6229166666667,29.5180683135986
-73.835625,45.6229166666667,30.0318813323975
-73.8354166666667,45.6229166666667,30.3693351745605
-73.8352083333334,45.6229166666667,30.5350894927979
-73.835,45.6229166666667,30.5089225769043
-73.8347916666667,45.6229166666667,30.2159385681152
-73.8345833333334,45.6229166666667,29.9201030731201
-73.834375,45.6229166666667,29.6343898773193
-73.8341666666667,45.6229166666667,29.5230045318604
-73.8339583333334,45.6229166666667,29.5099678039551
-73.83375,45.6229166666667,29.581693649292
-73.8335416666667,45.6229166666667,29.7412490844727
-73.8333333333334,45.6229166666667,29.870677947998
-73.833125,45.6229166666667,29.9650421142578
-73.8329166666667,45.6229166666667,29.9686450958252
-73.8327083333334,45.6229166666667,29.9145603179932
-73.8325,45.6229166666667,29.817684173584
-73.8322916666667,45.6229166666667,29.6596508026123
-73.8320833333334,45.6229166666667,29.4814987182617
-73.831875,45.6229166666667,29.3027439117432
-73.8316666666667,45.6229166666667,29.1391792297363
